Market,Route,Period,Date,Amount,Currency
Carbon,ICE_EUA,MAY-2026,12/11/2023,79.57,USD
Carbon,ICE_EUA,JUN-2026,12/11/2023,79.57,USD
Carbon,ICE_EUA,AUG-2026,12/11/2023,80.61,USD
Carbon,ICE_EUA,SEP-2026,12/11/2023,80.61,USD
Carbon,ICE_EUA,OCT-2026,12/11/2023,80.61,USD
Carbon,ICE_EUA,DEC-2026,12/11/2023,81.66,USD
Carbon,ICE_EUA,DEC-2027,12/11/2023,85.12,USD
Carbon,ICE_EUA,DEC-2028,12/11/2023,88.58,USD
Carbon,ICE_EUA,DEC-2029,12/11/2023,92.04,USD
Carbon,ICE_EUA,DEC-2030,12/11/2023,92.04,USD
Carbon,ICE_EUA,SPOT,12/12/2023,73.37,USD
Carbon,ICE_EUA,JAN-2024,12/12/2023,73.76,USD
Carbon,ICE_EUA,FEB-2024,12/12/2023,73.99,USD
Carbon,ICE_EUA,MAR-2024,12/12/2023,74.22,USD
Carbon,ICE_EUA,APR-2024,12/12/2023,74.22,USD
Carbon,ICE_EUA,JUN-2024,12/12/2023,75.14,USD
Carbon,ICE_EUA,AUG-2024,12/12/2023,75.67,USD
Carbon,ICE_EUA,SEP-2024,12/12/2023,76.02,USD
Carbon,ICE_EUA,OCT-2024,12/12/2023,76.02,USD
Carbon,ICE_EUA,DEC-2024,12/12/2023,76.57,USD
Carbon,ICE_EUA,JAN-2025,12/12/2023,76.57,USD
Carbon,ICE_EUA,MAR-2025,12/12/2023,77.50,USD
Carbon,ICE_EUA,APR-2025,12/12/2023,77.50,USD
Carbon,ICE_EUA,JUN-2025,12/12/2023,78.21,USD
Carbon,ICE_EUA,AUG-2025,12/12/2023,78.61,USD
Carbon,ICE_EUA,SEP-2025,12/12/2023,78.76,USD
Carbon,ICE_EUA,OCT-2025,12/12/2023,78.76,USD
Carbon,ICE_EUA,DEC-2025,12/12/2023,79.47,USD
Carbon,ICE_EUA,JAN-2026,12/12/2023,79.47,USD
Carbon,ICE_EUA,MAR-2026,12/12/2023,80.44,USD
Carbon,ICE_EUA,APR-2026,12/12/2023,80.44,USD
Carbon,ICE_EUA,MAY-2026,12/12/2023,80.44,USD
Carbon,ICE_EUA,JUN-2026,12/12/2023,80.44,USD
Carbon,ICE_EUA,AUG-2026,12/12/2023,81.46,USD
Carbon,ICE_EUA,SEP-2026,12/12/2023,81.46,USD
Carbon,ICE_EUA,OCT-2026,12/12/2023,81.46,USD
Carbon,ICE_EUA,DEC-2026,12/12/2023,82.49,USD
Carbon,ICE_EUA,DEC-2027,12/12/2023,85.78,USD
Carbon,ICE_EUA,DEC-2028,12/12/2023,89.23,USD
Carbon,ICE_EUA,DEC-2029,12/12/2023,92.68,USD
Carbon,ICE_EUA,DEC-2030,12/12/2023,92.68,USD
Carbon,ICE_EUA,SPOT,12/13/2023,74.44,USD
Carbon,ICE_EUA,JAN-2024,12/13/2023,74.85,USD
Carbon,ICE_EUA,FEB-2024,12/13/2023,75.06,USD
Carbon,ICE_EUA,MAR-2024,12/13/2023,75.29,USD
Carbon,ICE_EUA,APR-2024,12/13/2023,75.29,USD
Carbon,ICE_EUA,JUN-2024,12/13/2023,76.24,USD
Carbon,ICE_EUA,AUG-2024,12/13/2023,76.77,USD
Carbon,ICE_EUA,SEP-2024,12/13/2023,77.18,USD
Carbon,ICE_EUA,OCT-2024,12/13/2023,77.18,USD
Carbon,ICE_EUA,DEC-2024,12/13/2023,77.78,USD
Carbon,ICE_EUA,JAN-2025,12/13/2023,77.78,USD
Carbon,ICE_EUA,MAR-2025,12/13/2023,78.72,USD
Carbon,ICE_EUA,APR-2025,12/13/2023,78.72,USD
Carbon,ICE_EUA,JUN-2025,12/13/2023,79.42,USD
Carbon,ICE_EUA,AUG-2025,12/13/2023,79.81,USD
Carbon,ICE_EUA,SEP-2025,12/13/2023,79.95,USD
Carbon,ICE_EUA,OCT-2025,12/13/2023,79.95,USD
Carbon,ICE_EUA,DEC-2025,12/13/2023,80.66,USD
Carbon,ICE_EUA,JAN-2026,12/13/2023,80.66,USD
Carbon,ICE_EUA,MAR-2026,12/13/2023,81.64,USD
Carbon,ICE_EUA,APR-2026,12/13/2023,81.64,USD
Carbon,ICE_EUA,MAY-2026,12/13/2023,81.64,USD
Carbon,ICE_EUA,JUN-2026,12/13/2023,81.64,USD
Carbon,ICE_EUA,AUG-2026,12/13/2023,82.62,USD
Carbon,ICE_EUA,SEP-2026,12/13/2023,82.62,USD
Carbon,ICE_EUA,OCT-2026,12/13/2023,82.62,USD
Carbon,ICE_EUA,DEC-2026,12/13/2023,83.63,USD
Carbon,ICE_EUA,DEC-2027,12/13/2023,86.92,USD
Carbon,ICE_EUA,DEC-2028,12/13/2023,90.20,USD
Carbon,ICE_EUA,DEC-2029,12/13/2023,93.60,USD
Carbon,ICE_EUA,DEC-2030,12/13/2023,93.60,USD
Carbon,ICE_EUA,SPOT,12/14/2023,72.05,USD
Carbon,ICE_EUA,JAN-2024,12/14/2023,72.42,USD
Carbon,ICE_EUA,FEB-2024,12/14/2023,72.63,USD
Carbon,ICE_EUA,MAR-2024,12/14/2023,72.87,USD
Carbon,ICE_EUA,APR-2024,12/14/2023,72.87,USD
Carbon,ICE_EUA,JUN-2024,12/14/2023,73.79,USD
Carbon,ICE_EUA,AUG-2024,12/14/2023,74.32,USD
Carbon,ICE_EUA,SEP-2024,12/14/2023,74.62,USD
Carbon,ICE_EUA,OCT-2024,12/14/2023,74.62,USD
Carbon,ICE_EUA,DEC-2024,12/14/2023,75.12,USD
Carbon,ICE_EUA,JAN-2025,12/14/2023,75.12,USD
Carbon,ICE_EUA,MAR-2025,12/14/2023,76.03,USD
Carbon,ICE_EUA,APR-2025,12/14/2023,76.03,USD
Carbon,ICE_EUA,JUN-2025,12/14/2023,76.69,USD
Carbon,ICE_EUA,AUG-2025,12/14/2023,77.03,USD
Carbon,ICE_EUA,SEP-2025,12/14/2023,77.14,USD
Carbon,ICE_EUA,OCT-2025,12/14/2023,77.14,USD
Carbon,ICE_EUA,DEC-2025,12/14/2023,77.82,USD
Carbon,ICE_EUA,JAN-2026,12/14/2023,77.82,USD
Carbon,ICE_EUA,MAR-2026,12/14/2023,78.81,USD
Carbon,ICE_EUA,APR-2026,12/14/2023,78.81,USD
Carbon,ICE_EUA,MAY-2026,12/14/2023,78.81,USD
Carbon,ICE_EUA,JUN-2026,12/14/2023,78.81,USD
Carbon,ICE_EUA,AUG-2026,12/14/2023,79.74,USD
Carbon,ICE_EUA,SEP-2026,12/14/2023,79.74,USD
Carbon,ICE_EUA,OCT-2026,12/14/2023,79.74,USD
Carbon,ICE_EUA,DEC-2026,12/14/2023,80.73,USD
Carbon,ICE_EUA,DEC-2027,12/14/2023,83.85,USD
Carbon,ICE_EUA,DEC-2028,12/14/2023,86.87,USD
Carbon,ICE_EUA,DEC-2029,12/14/2023,90.21,USD
Carbon,ICE_EUA,DEC-2030,12/14/2023,90.21,USD
Carbon,ICE_EUA,SPOT,12/15/2023,72.45,USD
Carbon,ICE_EUA,JAN-2024,12/15/2023,72.83,USD
Carbon,ICE_EUA,FEB-2024,12/15/2023,73.03,USD
Carbon,ICE_EUA,MAR-2024,12/15/2023,73.26,USD
Carbon,ICE_EUA,APR-2024,12/15/2023,73.26,USD
Carbon,ICE_EUA,JUN-2024,12/15/2023,74.21,USD
Carbon,ICE_EUA,AUG-2024,12/15/2023,74.75,USD
Carbon,ICE_EUA,SEP-2024,12/15/2023,75.07,USD
Carbon,ICE_EUA,OCT-2024,12/15/2023,75.07,USD
Carbon,ICE_EUA,DEC-2024,12/15/2023,75.58,USD
Carbon,ICE_EUA,JAN-2025,12/15/2023,75.58,USD
Carbon,ICE_EUA,MAR-2025,12/15/2023,76.52,USD
Carbon,ICE_EUA,APR-2025,12/15/2023,76.52,USD
Carbon,ICE_EUA,JUN-2025,12/15/2023,77.17,USD
Carbon,ICE_EUA,AUG-2025,12/15/2023,77.49,USD
Carbon,ICE_EUA,SEP-2025,12/15/2023,77.58,USD
Carbon,ICE_EUA,OCT-2025,12/15/2023,77.58,USD
Carbon,ICE_EUA,DEC-2025,12/15/2023,78.25,USD
Carbon,ICE_EUA,JAN-2026,12/15/2023,78.25,USD
Carbon,ICE_EUA,MAR-2026,12/15/2023,79.26,USD
Carbon,ICE_EUA,APR-2026,12/15/2023,79.26,USD
Carbon,ICE_EUA,MAY-2026,12/15/2023,79.26,USD
Carbon,ICE_EUA,JUN-2026,12/15/2023,79.26,USD
Carbon,ICE_EUA,AUG-2026,12/15/2023,80.20,USD
Carbon,ICE_EUA,SEP-2026,12/15/2023,80.20,USD
Carbon,ICE_EUA,OCT-2026,12/15/2023,80.20,USD
Carbon,ICE_EUA,DEC-2026,12/15/2023,81.21,USD
Carbon,ICE_EUA,DEC-2027,12/15/2023,84.36,USD
Carbon,ICE_EUA,DEC-2028,12/15/2023,87.42,USD
Carbon,ICE_EUA,DEC-2029,12/15/2023,90.80,USD
Carbon,ICE_EUA,DEC-2030,12/15/2023,90.80,USD
Carbon,ICE_EUA,SPOT,12/18/2023,75.62,USD
Carbon,ICE_EUA,JAN-2024,12/18/2023,76.01,USD
Carbon,ICE_EUA,FEB-2024,12/18/2023,76.22,USD
Carbon,ICE_EUA,MAR-2024,12/18/2023,76.47,USD
Carbon,ICE_EUA,APR-2024,12/18/2023,76.47,USD
Carbon,ICE_EUA,JUN-2024,12/18/2023,77.42,USD
Carbon,ICE_EUA,AUG-2024,12/18/2023,77.98,USD
Carbon,ICE_EUA,SEP-2024,12/18/2023,78.31,USD
Carbon,ICE_EUA,OCT-2024,12/18/2023,78.31,USD
Carbon,ICE_EUA,DEC-2024,12/18/2023,78.81,USD
Carbon,ICE_EUA,JAN-2025,12/18/2023,78.81,USD
Carbon,ICE_EUA,MAR-2025,12/18/2023,79.76,USD
Carbon,ICE_EUA,APR-2025,12/18/2023,79.76,USD
Carbon,ICE_EUA,JUN-2025,12/18/2023,80.42,USD
Carbon,ICE_EUA,AUG-2025,12/18/2023,80.76,USD
Carbon,ICE_EUA,SEP-2025,12/18/2023,80.88,USD
Carbon,ICE_EUA,OCT-2025,12/18/2023,80.88,USD
Carbon,ICE_EUA,DEC-2025,12/18/2023,81.57,USD
Carbon,ICE_EUA,JAN-2026,12/18/2023,81.57,USD
Carbon,ICE_EUA,MAR-2026,12/18/2023,82.58,USD
Carbon,ICE_EUA,APR-2026,12/18/2023,82.58,USD
Carbon,ICE_EUA,MAY-2026,12/18/2023,82.58,USD
Carbon,ICE_EUA,JUN-2026,12/18/2023,82.58,USD
Carbon,ICE_EUA,AUG-2026,12/18/2023,83.45,USD
Carbon,ICE_EUA,SEP-2026,12/18/2023,83.45,USD
Carbon,ICE_EUA,OCT-2026,12/18/2023,83.45,USD
Carbon,ICE_EUA,DEC-2026,12/18/2023,84.44,USD
Carbon,ICE_EUA,DEC-2027,12/18/2023,87.83,USD
Carbon,ICE_EUA,DEC-2028,12/18/2023,90.68,USD
Carbon,ICE_EUA,DEC-2029,12/18/2023,93.52,USD
Carbon,ICE_EUA,DEC-2030,12/18/2023,93.52,USD
Carbon,ICE_EUA,JAN-2024,12/19/2023,75.59,USD
Carbon,ICE_EUA,FEB-2024,12/19/2023,75.79,USD
Carbon,ICE_EUA,MAR-2024,12/19/2023,76.04,USD
Carbon,ICE_EUA,APR-2024,12/19/2023,76.04,USD
Carbon,ICE_EUA,JUN-2024,12/19/2023,77.02,USD
Carbon,ICE_EUA,AUG-2024,12/19/2023,77.57,USD
Carbon,ICE_EUA,SEP-2024,12/19/2023,77.81,USD
Carbon,ICE_EUA,OCT-2024,12/19/2023,77.81,USD
Carbon,ICE_EUA,DEC-2024,12/19/2023,78.32,USD
Carbon,ICE_EUA,JAN-2025,12/19/2023,78.32,USD
Carbon,ICE_EUA,MAR-2025,12/19/2023,79.27,USD
Carbon,ICE_EUA,APR-2025,12/19/2023,79.27,USD
Carbon,ICE_EUA,JUN-2025,12/19/2023,79.92,USD
Carbon,ICE_EUA,AUG-2025,12/19/2023,80.26,USD
Carbon,ICE_EUA,SEP-2025,12/19/2023,80.38,USD
Carbon,ICE_EUA,OCT-2025,12/19/2023,80.38,USD
Carbon,ICE_EUA,DEC-2025,12/19/2023,81.06,USD
Carbon,ICE_EUA,JAN-2026,12/19/2023,81.06,USD
Carbon,ICE_EUA,MAR-2026,12/19/2023,82.06,USD
Carbon,ICE_EUA,APR-2026,12/19/2023,82.06,USD
Carbon,ICE_EUA,MAY-2026,12/19/2023,82.06,USD
Carbon,ICE_EUA,JUN-2026,12/19/2023,82.06,USD
Carbon,ICE_EUA,AUG-2026,12/19/2023,82.94,USD
Carbon,ICE_EUA,SEP-2026,12/19/2023,82.94,USD
Carbon,ICE_EUA,OCT-2026,12/19/2023,82.94,USD
Carbon,ICE_EUA,DEC-2026,12/19/2023,83.94,USD
Carbon,ICE_EUA,DEC-2027,12/19/2023,87.00,USD
Carbon,ICE_EUA,DEC-2028,12/19/2023,90.05,USD
Carbon,ICE_EUA,DEC-2029,12/19/2023,93.11,USD
Carbon,ICE_EUA,DEC-2030,12/19/2023,96.17,USD
Carbon,ICE_EUA,DEC-2031,12/19/2023,96.17,USD
Carbon,ICE_EUA,JAN-2024,12/20/2023,79.94,USD
Carbon,ICE_EUA,FEB-2024,12/20/2023,80.21,USD
Carbon,ICE_EUA,MAR-2024,12/20/2023,80.43,USD
Carbon,ICE_EUA,APR-2024,12/20/2023,80.43,USD
Carbon,ICE_EUA,JUN-2024,12/20/2023,81.46,USD
Carbon,ICE_EUA,AUG-2024,12/20/2023,82.00,USD
Carbon,ICE_EUA,SEP-2024,12/20/2023,82.25,USD
Carbon,ICE_EUA,OCT-2024,12/20/2023,82.25,USD
Carbon,ICE_EUA,DEC-2024,12/20/2023,82.80,USD
Carbon,ICE_EUA,JAN-2025,12/20/2023,82.80,USD
Carbon,ICE_EUA,MAR-2025,12/20/2023,83.75,USD
Carbon,ICE_EUA,APR-2025,12/20/2023,83.75,USD
Carbon,ICE_EUA,JUN-2025,12/20/2023,84.41,USD
Carbon,ICE_EUA,AUG-2025,12/20/2023,84.74,USD
Carbon,ICE_EUA,SEP-2025,12/20/2023,84.86,USD
Carbon,ICE_EUA,OCT-2025,12/20/2023,84.86,USD
Carbon,ICE_EUA,DEC-2025,12/20/2023,85.54,USD
Carbon,ICE_EUA,JAN-2026,12/20/2023,85.54,USD
Carbon,ICE_EUA,MAR-2026,12/20/2023,86.56,USD
Carbon,ICE_EUA,APR-2026,12/20/2023,86.56,USD
Carbon,ICE_EUA,MAY-2026,12/20/2023,86.56,USD
Carbon,ICE_EUA,JUN-2026,12/20/2023,86.56,USD
Carbon,ICE_EUA,AUG-2026,12/20/2023,87.47,USD
Carbon,ICE_EUA,SEP-2026,12/20/2023,87.47,USD
Carbon,ICE_EUA,OCT-2026,12/20/2023,87.47,USD
Carbon,ICE_EUA,DEC-2026,12/20/2023,88.39,USD
Carbon,ICE_EUA,DEC-2027,12/20/2023,91.46,USD
Carbon,ICE_EUA,DEC-2028,12/20/2023,94.53,USD
Carbon,ICE_EUA,DEC-2029,12/20/2023,97.60,USD
Carbon,ICE_EUA,DEC-2030,12/20/2023,100.66,USD
Carbon,ICE_EUA,DEC-2031,12/20/2023,100.66,USD
Carbon,ICE_EUA,JAN-2024,12/21/2023,82.28,USD
Carbon,ICE_EUA,FEB-2024,12/21/2023,82.55,USD
Carbon,ICE_EUA,MAR-2024,12/21/2023,82.79,USD
Carbon,ICE_EUA,APR-2024,12/21/2023,82.79,USD
Carbon,ICE_EUA,JUN-2024,12/21/2023,84.04,USD
Carbon,ICE_EUA,AUG-2024,12/21/2023,84.37,USD
Carbon,ICE_EUA,SEP-2024,12/21/2023,84.67,USD
Carbon,ICE_EUA,OCT-2024,12/21/2023,84.67,USD
Carbon,ICE_EUA,DEC-2024,12/21/2023,85.23,USD
Carbon,ICE_EUA,JAN-2025,12/21/2023,85.23,USD
Carbon,ICE_EUA,MAR-2025,12/21/2023,86.13,USD
Carbon,ICE_EUA,APR-2025,12/21/2023,86.13,USD
Carbon,ICE_EUA,JUN-2025,12/21/2023,86.81,USD
Carbon,ICE_EUA,AUG-2025,12/21/2023,87.16,USD
Carbon,ICE_EUA,SEP-2025,12/21/2023,87.30,USD
Carbon,ICE_EUA,OCT-2025,12/21/2023,87.30,USD
Carbon,ICE_EUA,DEC-2025,12/21/2023,88.00,USD
Carbon,ICE_EUA,JAN-2026,12/21/2023,88.00,USD
Carbon,ICE_EUA,MAR-2026,12/21/2023,89.02,USD
Carbon,ICE_EUA,APR-2026,12/21/2023,89.02,USD
Carbon,ICE_EUA,MAY-2026,12/21/2023,89.02,USD
Carbon,ICE_EUA,JUN-2026,12/21/2023,89.02,USD
Carbon,ICE_EUA,AUG-2026,12/21/2023,89.97,USD
Carbon,ICE_EUA,SEP-2026,12/21/2023,89.97,USD
Carbon,ICE_EUA,OCT-2026,12/21/2023,89.97,USD
Carbon,ICE_EUA,DEC-2026,12/21/2023,90.93,USD
Carbon,ICE_EUA,DEC-2027,12/21/2023,94.00,USD
Carbon,ICE_EUA,DEC-2028,12/21/2023,97.06,USD
Carbon,ICE_EUA,DEC-2029,12/21/2023,100.13,USD
Carbon,ICE_EUA,DEC-2030,12/21/2023,103.19,USD
Carbon,ICE_EUA,DEC-2031,12/21/2023,103.19,USD
Carbon,ICE_EUA,JAN-2024,12/22/2023,82.57,USD
Carbon,ICE_EUA,FEB-2024,12/22/2023,82.85,USD
Carbon,ICE_EUA,MAR-2024,12/22/2023,83.09,USD
Carbon,ICE_EUA,APR-2024,12/22/2023,83.09,USD
Carbon,ICE_EUA,JUN-2024,12/22/2023,84.34,USD
Carbon,ICE_EUA,AUG-2024,12/22/2023,84.67,USD
Carbon,ICE_EUA,SEP-2024,12/22/2023,84.98,USD
Carbon,ICE_EUA,OCT-2024,12/22/2023,84.98,USD
Carbon,ICE_EUA,DEC-2024,12/22/2023,85.54,USD
Carbon,ICE_EUA,JAN-2025,12/22/2023,85.54,USD
Carbon,ICE_EUA,MAR-2025,12/22/2023,86.44,USD
Carbon,ICE_EUA,APR-2025,12/22/2023,86.44,USD
Carbon,ICE_EUA,JUN-2025,12/22/2023,87.12,USD
Carbon,ICE_EUA,AUG-2025,12/22/2023,87.47,USD
Carbon,ICE_EUA,SEP-2025,12/22/2023,87.61,USD
Carbon,ICE_EUA,OCT-2025,12/22/2023,87.61,USD
Carbon,ICE_EUA,DEC-2025,12/22/2023,88.31,USD
Carbon,ICE_EUA,JAN-2026,12/22/2023,88.31,USD
Carbon,ICE_EUA,MAR-2026,12/22/2023,89.34,USD
Carbon,ICE_EUA,APR-2026,12/22/2023,89.34,USD
Carbon,ICE_EUA,MAY-2026,12/22/2023,89.34,USD
Carbon,ICE_EUA,JUN-2026,12/22/2023,89.34,USD
Carbon,ICE_EUA,AUG-2026,12/22/2023,90.29,USD
Carbon,ICE_EUA,SEP-2026,12/22/2023,90.29,USD
Carbon,ICE_EUA,OCT-2026,12/22/2023,90.29,USD
Carbon,ICE_EUA,DEC-2026,12/22/2023,91.26,USD
Carbon,ICE_EUA,DEC-2027,12/22/2023,94.33,USD
Carbon,ICE_EUA,DEC-2028,12/22/2023,97.41,USD
Carbon,ICE_EUA,DEC-2029,12/22/2023,100.48,USD
Carbon,ICE_EUA,DEC-2030,12/22/2023,103.56,USD
Carbon,ICE_EUA,DEC-2031,12/22/2023,103.56,USD
Carbon,ICE_EUA,JAN-2024,12/25/2023,83.95,USD
Carbon,ICE_EUA,FEB-2024,12/25/2023,84.22,USD
Carbon,ICE_EUA,MAR-2024,12/25/2023,84.48,USD
Carbon,ICE_EUA,APR-2024,12/25/2023,84.48,USD
Carbon,ICE_EUA,JUN-2024,12/25/2023,85.77,USD
Carbon,ICE_EUA,AUG-2024,12/25/2023,86.10,USD
Carbon,ICE_EUA,SEP-2024,12/25/2023,86.41,USD
Carbon,ICE_EUA,OCT-2024,12/25/2023,86.41,USD
Carbon,ICE_EUA,DEC-2024,12/25/2023,86.97,USD
Carbon,ICE_EUA,JAN-2025,12/25/2023,86.97,USD
Carbon,ICE_EUA,MAR-2025,12/25/2023,87.84,USD
Carbon,ICE_EUA,APR-2025,12/25/2023,87.84,USD
Carbon,ICE_EUA,JUN-2025,12/25/2023,88.53,USD
Carbon,ICE_EUA,AUG-2025,12/25/2023,88.88,USD
Carbon,ICE_EUA,SEP-2025,12/25/2023,89.02,USD
Carbon,ICE_EUA,OCT-2025,12/25/2023,89.02,USD
Carbon,ICE_EUA,DEC-2025,12/25/2023,89.72,USD
Carbon,ICE_EUA,JAN-2026,12/25/2023,89.72,USD
Carbon,ICE_EUA,MAR-2026,12/25/2023,90.72,USD
Carbon,ICE_EUA,APR-2026,12/25/2023,90.72,USD
Carbon,ICE_EUA,MAY-2026,12/25/2023,90.72,USD
Carbon,ICE_EUA,JUN-2026,12/25/2023,90.72,USD
Carbon,ICE_EUA,AUG-2026,12/25/2023,91.68,USD
Carbon,ICE_EUA,SEP-2026,12/25/2023,91.68,USD
Carbon,ICE_EUA,OCT-2026,12/25/2023,91.68,USD
Carbon,ICE_EUA,DEC-2026,12/25/2023,92.64,USD
Carbon,ICE_EUA,DEC-2027,12/25/2023,95.72,USD
Carbon,ICE_EUA,DEC-2028,12/25/2023,98.81,USD
Carbon,ICE_EUA,DEC-2029,12/25/2023,101.90,USD
Carbon,ICE_EUA,DEC-2030,12/25/2023,104.98,USD
Carbon,ICE_EUA,DEC-2031,12/25/2023,104.98,USD
Carbon,ICE_EUA,JAN-2024,12/26/2023,83.95,USD
Carbon,ICE_EUA,FEB-2024,12/26/2023,84.22,USD
Carbon,ICE_EUA,MAR-2024,12/26/2023,84.48,USD
Carbon,ICE_EUA,APR-2024,12/26/2023,84.48,USD
Carbon,ICE_EUA,JUN-2024,12/26/2023,85.77,USD
Carbon,ICE_EUA,AUG-2024,12/26/2023,86.10,USD
Carbon,ICE_EUA,SEP-2024,12/26/2023,86.41,USD
Carbon,ICE_EUA,OCT-2024,12/26/2023,86.41,USD
Carbon,ICE_EUA,DEC-2024,12/26/2023,86.97,USD
Carbon,ICE_EUA,JAN-2025,12/26/2023,86.97,USD
Carbon,ICE_EUA,MAR-2025,12/26/2023,87.84,USD
Carbon,ICE_EUA,APR-2025,12/26/2023,87.84,USD
Carbon,ICE_EUA,JUN-2025,12/26/2023,88.53,USD
Carbon,ICE_EUA,AUG-2025,12/26/2023,88.88,USD
Carbon,ICE_EUA,SEP-2025,12/26/2023,89.02,USD
Carbon,ICE_EUA,OCT-2025,12/26/2023,89.02,USD
Carbon,ICE_EUA,DEC-2025,12/26/2023,89.72,USD
Carbon,ICE_EUA,JAN-2026,12/26/2023,89.72,USD
Carbon,ICE_EUA,MAR-2026,12/26/2023,90.72,USD
Carbon,ICE_EUA,APR-2026,12/26/2023,90.72,USD
Carbon,ICE_EUA,MAY-2026,12/26/2023,90.72,USD
Carbon,ICE_EUA,JUN-2026,12/26/2023,90.72,USD
Carbon,ICE_EUA,AUG-2026,12/26/2023,91.68,USD
Carbon,ICE_EUA,SEP-2026,12/26/2023,91.68,USD
Carbon,ICE_EUA,OCT-2026,12/26/2023,91.68,USD
Carbon,ICE_EUA,DEC-2026,12/26/2023,92.64,USD
Carbon,ICE_EUA,DEC-2027,12/26/2023,95.72,USD
Carbon,ICE_EUA,DEC-2028,12/26/2023,98.81,USD
Carbon,ICE_EUA,DEC-2029,12/26/2023,101.90,USD
Carbon,ICE_EUA,DEC-2030,12/26/2023,104.98,USD
Carbon,ICE_EUA,DEC-2031,12/26/2023,104.98,USD
Carbon,ICE_EUA,JAN-2024,12/27/2023,85.13,USD
Carbon,ICE_EUA,FEB-2024,12/27/2023,85.41,USD
Carbon,ICE_EUA,MAR-2024,12/27/2023,85.67,USD
Carbon,ICE_EUA,APR-2024,12/27/2023,85.67,USD
Carbon,ICE_EUA,JUN-2024,12/27/2023,86.95,USD
Carbon,ICE_EUA,AUG-2024,12/27/2023,87.26,USD
Carbon,ICE_EUA,SEP-2024,12/27/2023,87.58,USD
Carbon,ICE_EUA,OCT-2024,12/27/2023,87.58,USD
Carbon,ICE_EUA,DEC-2024,12/27/2023,88.17,USD
Carbon,ICE_EUA,JAN-2025,12/27/2023,88.17,USD
Carbon,ICE_EUA,MAR-2025,12/27/2023,89.03,USD
Carbon,ICE_EUA,APR-2025,12/27/2023,89.03,USD
Carbon,ICE_EUA,JUN-2025,12/27/2023,89.71,USD
Carbon,ICE_EUA,AUG-2025,12/27/2023,90.06,USD
Carbon,ICE_EUA,SEP-2025,12/27/2023,90.20,USD
Carbon,ICE_EUA,OCT-2025,12/27/2023,90.20,USD
Carbon,ICE_EUA,DEC-2025,12/27/2023,90.90,USD
Carbon,ICE_EUA,JAN-2026,12/27/2023,90.90,USD
Carbon,ICE_EUA,MAR-2026,12/27/2023,91.87,USD
Carbon,ICE_EUA,APR-2026,12/27/2023,91.87,USD
Carbon,ICE_EUA,MAY-2026,12/27/2023,91.87,USD
Carbon,ICE_EUA,JUN-2026,12/27/2023,91.87,USD
Carbon,ICE_EUA,AUG-2026,12/27/2023,92.79,USD
Carbon,ICE_EUA,SEP-2026,12/27/2023,92.79,USD
Carbon,ICE_EUA,OCT-2026,12/27/2023,92.79,USD
Carbon,ICE_EUA,DEC-2026,12/27/2023,93.74,USD
Carbon,ICE_EUA,DEC-2027,12/27/2023,96.83,USD
Carbon,ICE_EUA,DEC-2028,12/27/2023,99.91,USD
Carbon,ICE_EUA,DEC-2029,12/27/2023,103.00,USD
Carbon,ICE_EUA,DEC-2030,12/27/2023,106.09,USD
Carbon,ICE_EUA,DEC-2031,12/27/2023,106.09,USD
Carbon,ICE_EUA,JAN-2024,12/28/2023,85.68,USD
Carbon,ICE_EUA,FEB-2024,12/28/2023,85.96,USD
Carbon,ICE_EUA,MAR-2024,12/28/2023,86.24,USD
Carbon,ICE_EUA,APR-2024,12/28/2023,86.24,USD
Carbon,ICE_EUA,JUN-2024,12/28/2023,87.52,USD
Carbon,ICE_EUA,AUG-2024,12/28/2023,87.83,USD
Carbon,ICE_EUA,SEP-2024,12/28/2023,88.11,USD
Carbon,ICE_EUA,OCT-2024,12/28/2023,88.11,USD
Carbon,ICE_EUA,DEC-2024,12/28/2023,88.74,USD
Carbon,ICE_EUA,JAN-2025,12/28/2023,88.74,USD
Carbon,ICE_EUA,MAR-2025,12/28/2023,89.58,USD
Carbon,ICE_EUA,APR-2025,12/28/2023,89.58,USD
Carbon,ICE_EUA,JUN-2025,12/28/2023,90.24,USD
Carbon,ICE_EUA,AUG-2025,12/28/2023,90.58,USD
Carbon,ICE_EUA,SEP-2025,12/28/2023,90.70,USD
Carbon,ICE_EUA,OCT-2025,12/28/2023,90.70,USD
Carbon,ICE_EUA,DEC-2025,12/28/2023,91.36,USD
Carbon,ICE_EUA,JAN-2026,12/28/2023,91.36,USD
Carbon,ICE_EUA,MAR-2026,12/28/2023,92.39,USD
Carbon,ICE_EUA,APR-2026,12/28/2023,92.39,USD
Carbon,ICE_EUA,MAY-2026,12/28/2023,92.39,USD
Carbon,ICE_EUA,JUN-2026,12/28/2023,92.39,USD
Carbon,ICE_EUA,AUG-2026,12/28/2023,93.22,USD
Carbon,ICE_EUA,SEP-2026,12/28/2023,93.22,USD
Carbon,ICE_EUA,OCT-2026,12/28/2023,93.22,USD
Carbon,ICE_EUA,DEC-2026,12/28/2023,94.05,USD
Carbon,ICE_EUA,DEC-2027,12/28/2023,97.15,USD
Carbon,ICE_EUA,DEC-2028,12/28/2023,100.25,USD
Carbon,ICE_EUA,DEC-2029,12/28/2023,103.35,USD
Carbon,ICE_EUA,DEC-2030,12/28/2023,106.45,USD
